Date	Time	Location	Description
01-01-17	0452	100 Minor Court Lane	DIP, UNDERAGE POSSESSION
10-02-17	0152	415 Lane Road	FOUND PROPERTY
01-03-17	0315	1215 Lee Street	DRUNK IN PUBLIC
01-03-17	0445	1215 Lee Street	TRESPASS
01-03-17	1540	1215 Lee Street	ASSAULT
01-03-17	1930	1215 Lee Street	LARCENY
01-04-17	1400	1210 Lee Street	PROPERTY DAMAGE
01-04-17	1700	1204 West Main Street	LARCENY
01-04-17	2200	400 Brandon Avenue	ASSIST AGENCY
01-05-17	1029	575 Alderman Road	PROPERTY DAMAGE
01-05-17	1455	110 Madison Road	ASSIST AGENCY
01-05-17	1510	508 Harris Road	ASSIST AGENCY
01-05-17	1437	156 Engineer’s Way	PROPERTY DAMAGE
01-06-17	1521	1215 Lee Street	SIMPLE ASSAULT
01-06-17	1715	1204 West Main Street	PHONE CALLS
01-06-17	2355	1215 Lee Street	SIMPLE ASSAULT
01-07-17	1430	1800 University Avenue	DUI
01-07-17	1224	600 McCormick Road	TRAFFIC ACCIDENT
01-07-17	1844	1215 Lee Street	VANDALISM
01-08-17	0246	1417 University Avenue	D.I.P., UNDERAGE POSSESSION
01-09-17	1111	125 Ruppel Drive	GAS LEAK
01-09-17	1240	1215 Lee Street	ASSIST AGENCY
01-09-17	0930	1335 Lee Street	FRAUD
01-09-17	1500	1215 Lee Street	ASSIST AGENCY
01-09-17	1519	575 Alderman Road	PROPERTY DAMAGE
01-09-17	1745	1215 Lee Street	LARCENY
01-09-17	1846	575 Alderman Road	LARCENY
01-09-17	2200	1215 Lee Street	ASSIST AGENCY
01-09-17	2135	1215 Lee Street	ASSAULT
01-10-17	0800	500 Edgemont Road	PROPERTY DAMAGE
01-10-17	1245	412 Seymour Road Apt 15	ASSIST CITIZEN
01-10-17	1225	1215 Lee Street	PROPERTY DAMAGE
01-10-17	1357	575 Alderman Road	PROPERTY DAMAGE
01-10-17	1815	450 Lambeth Commons	BREAK & ENTER
01-10-17	1835	1215 Lee Street	LOST PROPERTY
01-11-17	1517	117 11th Street SW	DRUNK IN PUBLIC
01-12-17	0830	1815 Stadium Road	ACCIDENT
01-12-17	0948	122 Jefferson Park Avenue	ASSIST AGENCY
01-12-17	1326	445 Rugby Road	THREATENING TEXT
01-12-17	1444	575 Alderman Road	PROPERTY DAMAGE
01-13-17	0438	160 McCormick Road	ASSIST AGENCY
01-13-17	1504	583 Brandon Avenue	FORCIBLE FONDLING
01-13-17	1752	160 McCormick Road	LOST PROPERTY
01-14-16	1230	1215 Lee Street	SIMPLE ASSAULT
01-15-17	0335	500 West Main Street	DRIVING REVOKED
01-15-17	1203	415 Lane Road	TRESPASSING
01-15-17	1940	1210 Lee Street	DIP
01-16-17	0430	Emmet Street South & Sprigg Lane	DIP/UNDERAGE POSSESSION
01-16-17	1228	1215 Lee Street	VANDALISM
01-16-17	0352	430 Treehouse Drive	HARRASSING TEXT MESSAGES
01-16-17	2304	1215 Lee Street	LOST PROPERTY
01-17-17	0455	Jefferson Park Avenue & Main Street	DIP/UNDERAGE POSSESSION
01-17-17	0540	1826 University Avenue	DIP/UNDERAGE POSSESSION
01-17-17	0405	1215 Lee Street	DIP
01-17-17	1353	583 Brandon Avenue	BREAKING AND ENTERING
01-17-17	1644	110 11th Street	HIT & RUN
01-17-17	1848	1215 Lee Street	WARRANT SERIVCE
01-17-17	1930	918 Emmet Street	FOUND PROPERTY
01-18-17	0511	1826 University Ave	INDECENT EXPOSURE
01-18-17	0550	150 Hancock Drive	POSSESSION OF MARIJUANA
01-18-17	0455	46 East Lawn	DISORDERLY CONDUCT
01-18-17	1240	14 Slice Road	ASSIST AGENCY
01-18-17	1415	1815 Stadium Road	HIT & RUN
01-18-17	1401	151 Rugby Road	LARCENY
01-19-17	0513	446 Farrish Cir Apt 6	MEDICAL ASSIST
01-19-17	1318	151 Engineers Way	BIAS RELATED WRITING
01-20-17	0445	35 Hancock Drive	LIQUOR LAW VIOLATION
01-20-17	0450	1500 Block JPA	DIP
01-20-17	1630	101 Bayly Drive	LARCENY
01-20-17	2034	450 Whitehead Road NO PI	MOTOR VEHICLE CRASH
01-21-17	0100	450 Whitehead Road	LARCENY
01-21-17	0406	1415 University Avenue	MEDICAL ASSIST
01-21-17	0546	104 14th Street NW	AGGRAVATED ASSAULT
01-21-17	1446	450 Whitehead Road	LARCENY
01-21-17	2355	61 Monroe Hill	LARCENY
01-22-17	0022	30 Bonnycastle Drive	NARCOTICS VIOLATION
01-22-17	0035	30 Bonnycastle Drive	NARCOTICS VIOLATION
01-22-17	0617	30 Bonnycastle Drive	MEDICAL ASSIST
01-22-17	0720	1210 Lee Street	TRESPASSING
01-23-17	0455	295 Massie Road	COUNTERFEIT MONEY
01-23-17	0640	1215 Lee Street	ASSUALT
01-23-17	1538	21 Hospital Drive	UNWANTED EMAIL/ CONTACT
01-23-17	1940	2304 Ivy Road	FOUND PROPERTY
01-24-17	0301	140 Emmet Street	DUI
01-24-17	1730	400 Emmet Street South	ASSIST CITIZEN
01-24-17	0947	455 Rugby Road	HATE SPEECH
01-24-17	1230	505 Gibbons	B & E
01-23-17	1500	1709 University Avenue	STRANGE CORRESPONDENCE
01-24-17	1700	1215 Lee Street	WIRE FRAUD
01-24-17	1940	50 Lambeth Commons	LOST PROPERTY
01-24-17	2216	1215 Lee Street	ASSIST AGENCY
01-25-17	2045	400 South Emmet Street	MEDICAL ASSIST
01-25-17	0506	794 Alderman Road	UNDERAGE POSSESSION
01-25-17	0530	Hospital Drive and Rotunda Drive	D.I.P/LIQUOR LAW VIOLATION
01-25-17	0600	160 McCormick Road	WELFARE CHECK
01-25-17	2313	117 11th Street SW	ATTEMPTED FRAUD
01-26-17	0233	385 Mccormick Road	DRUNK IN PUBLIC
01-26-17	1340	1215 Lee Street	DISORDERLY CONDUCT
01-26-17	1006	1827 University Ave	SUSPICIOUS LETTER
01-26-17	1751	409 McCormick Road PI	ACCIDENT
01-27-17	0513	1619 University Avenue	UNDERAGE POSSESSION
01-27-17	0235	1407 University Avenue	MEDICAL ASSIST/UNDERAGE POSSESSION
01-27-17	0505	1210 Lee Street	LARCENY
01-27-17	0941	248 McCormick Road	ASSIST AGENCY
01-27-17	1400	3 W Pavilion	PROPERTY DAMAGE
01-27-17	1914	1215 Lee Street	WARRANT SERVICE
01-27-17	2024	465 Lambeth Dorm	BREAKING AND ENTERING
01-27-17	1908	450 Whitehead Road	LARCENY
01-28-17	0411	190 McCormick Road	DIP, UNDERAGE POSSESSION
01-28-17	0131	484 Floyd Drive	UNDERAGE POSSESSION/MEDICAL ASSIST
01-28-17	1400	1215 Lee Street	WARRANT SERVICE
01-29-17	0645	1105 W. Main Street	DIP, UNDERAGE POSSESSION, FAKE ID
01-29-17	0527	100 Roosevelt Brown Blvd	POSSESSION OF MARIJUANA
01-29-17	0715	Emmet Street S / Stadium	DUI
01-30-17	1000	106 Trevilians Sq, Louisa, VA	ASSIST AGENCY
01-30-17	1413	520 Copeley Hill	PAST RAPE
01-30-17	1655	1205 Lee Street	VANDALISM
01-30-17	1819	1215 Lee Street	FOUND PROPERTY
01-31-17	1900	291 McCormick Road	LOST PROPERTY
01-31-17	1904	450 Whitehead	LARCENY
02-01-17	0352	420 McCormick Road	UNDERAGE POSSESSION/MED ASSIST
02-01-17	0301	1989 University Ave	D.I.P., UNDERAGE POSSESSION, FAKE ID
02-01-17	1221	21 Hospital Drive	HARASSMENT
02-01-17	1442	21 Hospital Drive	PROPERTY DAMAGE
02-01-17	1808	488 Farrish Circle	EVICTION FROM UVA HOUSING
02-01-17	1845	130 Culbreth Road	HIT AND RUN
02-01-17	1820	1815 Stadium Road	HIT AND RUN
02-02-17	0051	10 Bonnycastle Drive	NARCOTIC VIOLATION
02-02-17	1330	180 McCormick Road	SUSPICIOUS CONVERSATION
02-02-17	2125	1215 Lee Street	LARCENY
02-03-17	0512	453 Lambeth Commons	UNDERAGE POSEESION
02-03-17	0600	450 Tree House Drive	UNDERAGE POSEESION
02-03-17	1328	794 Alderman Road	SEX OFFENSE
02-03-17	1700	252 McCormick Road NO PI	HIT & RUN
02-03-17	1803	McCormick Road NO PI	STATE VEHICLE CRASH
02-04-17	0049	1215 Lee Street	DISORDERLY CONDUCT
02-04-17	0555	435 Tree House Drive	MEDICAL ASSIST/UNDERAGE POSSESSION
02-04-17	0517	774 Alderman Road	POSSESSION OF MARIJUANA
02-04-17	0515	450 Tree House Drive	UNDERAGE POSSESSION
02-04-17	2342	571 McCormick Rd	UNDERAGE POSSESSION
02-05-17	0458	579 McCormick Road	MEDICAL ASSIST/UNDERAGE POSSESSION
02-05-17	0455	1540 JPA	MEDICAL ASSIST/UNDERAGE POSSESSION
02-05-17	0511	450 Emmet South	MEDICAL ASSIST/UNDERAGE POSSESSION
02-05-17	0517	420 McCormick Road	MEDICAL ASSIST/UNDERAGE POSSESSION
02-05-17	1101	1215 Lee Street	LOST PROPERTY
02-05-17	1229	554 McCormick Road NO PI	HIT AND RUN
02-05-17	1500	1215 Lee Street	ASSIST AGENCY
02-05-17	1738	435 Treehouse Drive	LOST PROPERTY
02-05-17	1900	1989 University Ave	LARCENY
02-06-17	0056	1210 Lee Street	TRAFFIC HIT
02-06-17	0331	1215 Lee Street	ASSIST AGENCY
02-06-17	0657	1215 Lee Street	LARCENY
02-06-17	1137	201 Cabell Drive	PHONE CALLS
02-06-17	1550	300 Massie Road	LARCENY
02-06-17	1607	300 Massie Road	LARCENY
02-06-17	1615	300 Massie Road	LARCENY
02-06-17	1641	300 Massie Road	LARCENY
02-06-17	1650	300 Massie Road	LARCENY
02-06-17	1700	300 Massie Road	LARCENY
02-06-17	1708	300 Massie Road	LARCENY
02-06-17	2210	1215 Lee Street	ASSIST CITIZEN
02-07-17	0130	1215 Lee Street	SAFEKEEPING
02-07-17	1230	1827 University Avenue	PROPERTY DAMAGE
02-07-17	1500	585 Alderman Road	LOST PROPERTY
02-08-17	0233	1826 University Avenue	D.I.P., UNDERAGE POSSESSION
02-08-17	0316	1826 University Avenue	D.I.P., UNDERAGE POSSESSION
02-08-17	0756	Rothery Road Parking Garage NO PI	ACCIDENT
02-08-17	1106	1105 Westl Main Street	MOTOR VEHICLE THEFT
02-08-17	1045	1210 Lee Street	DISORDERLY CONDUCT
02-08-17	1800	1215 Lee Street	ASSIST AGENCY
02-08-17	1929	104 Midmont Lane	SHOTS FIRED
02-08-17	2110	McCormick Road NO PI	ACCIDENT
02-08-17	2310	295 Massie Road	OFFENSIVE LANGUAGE
02-08-17	2750	1215 Lee Street	THREATENING PHONE CALLS
02-09-17	1030	1210 Lee Street	ASSIST AGENCY
02-09-17	1219	1210 Lee Street	NARCOTIC VIOLATION/STOLEN PROPERTY
02-09-17	1514	160 McCormick Road	TRESPASS/MEDICAL ASSIST
02-09-17	2237	1826 University Ave	PROPERTY DAMAGE
02-10-17	0143	Rugby Rd and Grady	MEDICAL ASSIST/UNDERAGE POSSESSION
02-10-17	0443	432 McCormick Road	UNDERAGE POSSESSION/MEDICAL ASSIST
02-10-17	0159	130 Culbreth Road	D.I.P.
02-10-17	0538	213 Fitzhugh Dorm	UNDERAGE POSSESSION/MEDICAL ASSIST
02-10-17	0538	161 Rugby Road	UNDERAGE POSSESSION/MEDICAL ASSIST
02-10-17	1035	1215 Lee Street	HARASSMENT
02-10-17	1430	1215 Lee Street	FRAUD
02-10-17	1430	195 Vaughn Drive	SIMPLE ASSAULT
02-10-17	1755	1215 Lee Street	UNWANTED COMMUNICATION
02-10-17	1830	525 McCormick Road	LARCENY
02-11-17	0424	180 Culbreth Road	MEDICAL ASSIST/UNDERAGE POSSESSION
02-11-17	0500	2 East Pavillion	UNDERAGE POSSESSION/PUBLIC URINATION
02-11-17	0550	583 Brandon Avenue	MEDICAL ASSIST
02-11-17	0636	163 Rugby Road	FORCIBLE FONDLING
02-11-17	0603	1827 University Avenue	VANDALISM
02-11-17	2354	1215 Lee Street	SIMPLE ASSAULT
02-12-17	0450	115 Ruppel Drive	D.I.P/UNDERAGE POSSESSION
02-12-17	0613	100 Block of McCormick Road	D.I.P/UNDERAGE POSSESSION
02-12-17	0608	1619 University Avenue	SIMPLE ASSAULT/DIP
02-12-17	0534	93 Amphitheater Wy	UNDERAGE POSSESSION/INDECENT EXPOSURE
02-12-17	1400	1210 Lee Street	LARCENY FROM VEHICLE
02-12-17	1827	580 Massie Road	HARASSMENT
02-12-17	1800	1210 Lee Street	LARCENY FROM VEHICLE
02-13-17	0940	85 Engineer’s Way	ASSIST CITIZEN MEDICAL
02-13-17	2000	420 McCormick Road	LARCENY AND VANDALISM
02-13-17	1915	1215 Lee Street	PROPERTY LOST
02-13-17	2125	1215 Lee Street	PUBLIC INTOXICATION
02-14-17	1300	460 Pratt Dr NO PI	VEHICLE CRASH
02-14-17	1659	190 McCormick Road	OBSCENE TEXT MESSAGES
02-14-17	1920	1815 Stadium Road	VANDALISM
02-14-17	2340	412 Seymore road	ASSIST AGENCY
02-15-17	0336	10 Bonnycastle Drive	ASSIST CITIZE/UNDERAGE POSSESSION
02-15-17	0730	1215 Lee Street	ASSAULT
02-15-17	0900	141 Cabell Drive NO PI	VEHICLE CRASH
02-15-17	1000	1826 University Avenue	PROPERTY DAMAGE
02-15-17	1315	400 Emmet Street South	LOST PROPERTY
02-15-17	1406	1340 Jefferson Park Avenue	LARCENY
02-15-17	1530	1415 IPA	PATIENT MISTREATMENT
02-15-17	1713	300 Block of Treehouse Drive NO PI	VEHICLE CRASH
02-15-17	1743	345 Crispell Drive NO PI	VEHICLE CRASH
02-16-17	0144	160 McCormick Road	LARCENY
02-17-17	0617	248 McCormick Road	MED ASSIST/UNDERAGE POSSESSION
02-17-17	0617	1101 Millmont Street	FOUND PROPERTY
02-17-17	0815	1215 Lee Street	SIMPLE ASSAULT
02-17-17	1426	210 Emmet Street South	LARCENY
02-17-17	1948	1215 Lee Street	FOUND PROPERTY
02-17-17	2320	1215 Lee Street	ASSIST AGENCY/WARRANT SERVICE
02-18-17	0532	400 Block McCormick Road	DIP/UNDERAGE POSSESSION
02-18-17	0404	425 Tree House Drive	MEDICAL ASSIST/MENTAL
02-18-17	1215	1300 West Main Street	ASSIST AGENCY/WARRANT SERVICE
02-18-17	1715	87 University Gardens	LARCENY
02-18-17	1906	794 Alderman Road	LOST PROPERTY
02-19-17	0030	1500 Block University Avenue	UNDERAGE POSSESSION
02-19-17	1436	555 McCormick Road	FOUND PROPERTY
02-19-17	2006	1215 Lee Street	ASSIST AGENCY
02-20-17	0838	1342 Jefferson Park Avenue	ANNOYING PHONE CALLS
02-20-17	1059	1815 Stadium Road	LARCENY
02-20-17	1156	160 McCormick Road	LOST PROPERTY
02-20-17	1239	3225 North Harbor Drive	LOST PROPERTY
02-20-17	1510	1826 University Avenue	LARCENY
02-20-17	1828	291 McCormick Road	PROPERTY DAMAGE
02-20-17	1837	500 Massie Road	TRAFFIC ACCIDENT
02-21-17	0255	794 Alderman Road	ASSIST CITIZEN
02-21-17	1310	1215 Lee Street	ASSIST AGENCY
02-21-17	1415	530 Alderman Road	FOUND PROPERTY
02-21-17	1515	291 McCormick Road	SIMPLE ASSAULT
02-21-17	1834	407 Massie Road	FOUND PROPERTY
02-21-17	2100	1215 Lee Street	LOST PROPERTY
02-22-17	0540	164 McCormick Road	OFFENSIVE LANGUAGE
02-22-17	0622	409 McCormick Road	DRUNK IN PUBLIC
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1118	190 McCormick Road	LARCENY
02-22-17	1150	117 11th Street SW/ 11Street Garage NO PI	HIT & RUN
02-22-17	1417	405 Emmet Street S	THREATENING PHONE CALLS
02-23-17	0251	201 Sprigg Lane	DRUNK IN PUBLIC
02-23-17	0530	30 Bonnycastle Drive	LARCENY
02-23-17	0600	1827 University Ave	UNDERAGE POSSESSION
02-23-17	0700	190 McCormick Road	VANDALISM
02-23-17	0746	2454 Old Ivy Road	FIRE NOT ARSON
02-23-17	1045	2454 Old Ivy Road	ACCIDENT
02-23-17	0955	117 11th Street SW NO PI	HIT & RUN
02-23-17	1411	160 McCormick Road	LARCENY
02-24-17	0303	245 Hereford Drive	ASSIST CITIZEN
02-24-17	1230	351 McCormick Road	ASSIST CITIZEN
02-24-17	1423	136 Hospital Drive	SIMPLE ASSAULT
02-24-17	1823	1215 Lee Street	SIMPLE ASSAULT
02-25-17	2227	150 Chancellor Street	UNDERAGE POSS/WELFARE CHECK
02-25-2017	0422	132 Chancellor Street	CONCEALING OF FIREARM/DUI
02-25-17	0700	1815 Stadium Road	TRESPASSING
02-25-17	0521	164 McCormick Road	UNDERAGE POSS/TRESPASS
02-25-17	0800	405 Emmet Street South	LARCENY
02-25-17	1252	10th Street and West Street	ASSIST CITIZEN
02-25-17	1427	295 Massie Road	LOST PROPERTY
02-26-17	0422	774 Alderman Road	POSSESSION OF MARIJUANA
02-26-17	0527	436 McCormick Road	UNDERAGE POSS/MEDICAL ASSIST
02-26-2017	0521	530 Buckler Drive NO PI	HIT AND RUN
02-26-17	0445	1826 University Avenue	INDECENT EXPOSURE
02-26-17	0400	3 West Pavilion	TRESSPASS
02-26-17	1800	1215 Lee Street	LARCENY
02-27-17	0407	195 Vaughan Drive	POSSESSION OF MARIJUANA
02-27-17	0516	90 Geldard Drive	FOUND PROPERTY
02-27-17	0926	1315 Lee Street	PROPERTY DAMAGE
02-27-17	1230	320 10th Street	ASSIST AGENCY
02-27-17	1030	110 Bayly Drive	LARCENY
02-27-17	1106	1215 Lee Street	LOST PROPERTY
02-27-17	1516	1101 Millmont Street	FOUND PROPERTY
02-27-17	2048	155 Rugby Road	LARCENY
02-27-17	2226	351 McCormick Road	LARCENY/Fraud
02-27-17	2330	1215 Lee Street	SIMPLE ASSAULT
02-28-17	0540	1101 Milmont Street	FOUND PROPERTY
02-28-17	0051	1215 Lee Street	TRESPASS
03-01-17	0830	2021a Michie Drive	ASSIST AGENCY/SAFEKEEPING
03-02-17	0228	1215 Lee Street	SIMPLE ASSAULT
03-02-17	1239	1215 Lee Street	ASSIST AGENCY/WARRANT SERVICE
03-02-17	1156	1340 Jefferson Park Avenue	PROPERTY DAMAGE
03-02-17	2115	600 Massie Road	FOUND PROPERTY
03-02-17	2345	605 Jefferson Park Avenue	LARCENY
