Date	Time	Location	Description
1-1-14	0413	Emmet Street	DUI
1-1-14	0620	1215 Lee Street	ASSAULT
01-01-14	1707	2150 Barracks Road	TRESPASS
1-2-14	0300	1300 Jefferson Park Avenue	SEXUAL ASSAULT
1-2-14	0306	1215 Lee Street	FOUND PROPERTY
1-2-14	0407	80 Darden Boulevard	PROPERTY DAMAGE
01-02-14	0850	1215 Lee Street	SUSPICIOUS CIRCUMNSTANCE
1-2-14	1139	1215 Lee Street	LARCENY
1-2-14	1351	1215 Lee Street	ASSIST AGENCY
1-3-14	1440	1827 University Avenue	SUSPICIOUS CIRCUMSTANCE
1-3-14	1900	100 Block Rugby Road	DRUG OFFENSE
1901	1-3-14	136 HOSPITAL DRIVE	MEDICAL ASSIST
01-05-14	1758	300 Block of McCormick Rd	TRAFFIC ACCIDENT
01-06-14	08:40	1210 Lee Street	ACCIDENT
01-06-14	1251	90 Dillard Drive	BURGLARY
01-06-14	1407	575 Alderman Road	PROPERTY DAMAGE
01-06-14	1350	1215 Lee Street	SIMPLE ASSAULT
01-06-14	1710	2150 Barracks Road	TRESPASSING
01-07-14	0630	1340 Jefferson Park Avenue	PROPERTY DAMAGE
01-07-14	1130	UVA Grounds	LOST PROPERTY
01-07-14	1515	145 McCormick Road	SIMPLE ASSAULT
01-08-14	1015	575 Alderman Road	LOST PROPERTY
01-08-14	1513	400 Emmet Street	PROPERTY DAMAGE
01-08-14	1909	1210 Lee Street NO PI	HIT AND RUN
01-09-14	0336	1300 Block Jefferson Park Avenue	TRESPASSING
01-09-14	2041	1015 Massie Road	FOUND PROPERTY
01-10-14	0907	145 McCormick Rd	NARCOTICS VIOLATION
01-10-14	1040	1222 Lee St	SUSPICIOUS CIRCUMSTANCES
01-10-14	1100	1222 Lee St	BREAKING & ENTERING
01-10-14	1616	180 McCormick Rd	LOST PROPERTY
01-10-14	1945	1215 Lee St	PROPERTY FOUND
01-10-14	2300	1340 Jefferson Park Ave	ASSIST CITIZEN
01-11-14	14:54	1101 Millmont St.	LOST PROPERTY
01-11-14	1832	Ivy Road & Farmington Drive	CRASH REPORT
01-12-14	0224	University Avenue & 14th Street	PUBLIC INTOXICATION
01-12-14	1550	1215 Lee Street	LOST PROPERTY
01-12-14	2319	575 McCormick Road	ASSIST CITIZEN MEDICAL
01-13-14	0400	200 Block McCormick Road	FALSE ID
01-13-14	1500	400 Brandon Avenue	SUSPICIOUS CIRCUMSTANCES
01-13-14	1743	575 McCormick Road	SUSPICIOUS CIRCUMSTANCES
01-14-14	0250	1215 Lee Street	TRESPASS
01-14-14	0710	74 Lambeth Commons	ASSIST CITIZEN MEDICAL
01-14-14	1500	160 McCormick Road	LARCENY
01-14-14	2230	324 Peyton Court	EPO SERVICE
01-15-13	0310	100 Minor Court	POSSESSION OF MARIJUANA
01-15-14	0413	100 Minor Court	DRUNK IN PUBLIC
01-15-14	1118	500 Brandon Avenue	PROPERTY DAMAGE
01-15-14	1700	1215 Lee Street	SIMPLE ASSAULT
01-16-2014	0428	1215 Lee Street	WARRANT SERVICE
01-16-14	1048	108 Newcomb Road	ASSIST CITIZEN
01-16-13	1800	1215 Lee Street	PROPERTY DAMAGE
01-16-14	1926	180 McCormick Road	LARCENY
01-17-2014	0300	1215 Lee Street	DIP
01-17-14	0058	Alderman Rd/McCormick Rd	DIP
01-17-14	0300	436 McCormick Rd	ASSIST CITIZEN
01-17-14	0635	Alderman Rd and Pratt Dr	TRAFFIC ACCIDENT
01-17-14	1005	295 Massie Rd	FRAUD
01-17-14	1100	450 Lambeth Field	LARCENY
01-17-14	1520	1215 Lee St	LARCENY
01-17-14	1429	450 Lambeth Field	VANDALISM
01-17-14	1527	450 Lambeth Field	VANDALISM
01-17-14	1501	115 Rugby Rd	PROPERTY LOST
01-17-14	1645	435 Tree House Dr	NARCOTICS POSSESSION
01-17-14	2300	1215 Lee St	DISORDERLY CONDUCT
01-17-14	2315	1215 Lee St	ASSIST AGENCY
01-17-14	2350	1215 Lee St	ASSIST AGENCY
01-18-14	0253	Dillard	ASSIST CITIZEN
01-18-14	0223	Dillard	ASSIST CITIZEN
01-18-14	1600	295 Massie Rd.	ASSIST CITIZEN
01-18-14	1706	510 Massie Rd	LOST PROPERTY
01-18-14	2330	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
01-19-14	0430	Alderman Road	DUI
01-19-14	0431	Lambeth Lane	DUI
01-19-14	0356	207 Sprigg Lane	FIRE ALARM
01-19-14	1255	180 McCormick Road	LARCENY
01-20-14	0200	435 Tree House Drive	DRUG VIOLATION
01-20-14	1430	472 Faulkner Way	LARCENY
01-20-14	1540	400 McCormick Road	FOUND PROPERTY
01-20-14	1958	1215 Lee Street	FOUND PROPERTY
01-20-14	2109	30 South Lawn	SUSPICIOUS PERSON
01-20-14	2152	400 Block Massie Road	ASSIST CITIZEN
01-21-14	0238	University Ave	DRUNK IN PUBLIC
01-21-14	1555	295 Massie Rd	FRAUD
01-21-14	2140	160 McCormick Rd	TRESPASS
01-21-14	1800	380 Crispell Dr	PROPERTY DAMAGE
01-21-14	2030	1215 Lee St	ASSAULT
01-22-14	0310	145 McCormick Road	LIQUOR LAW VIOLATON
01-22-14	1006	Alderman Road NO PI	VEHICLE CRASH
01-22-14	1228	102 Amphitheater Way	LOST PROPERTY
01-22-14	1342	525 McCormick Road	FRAUD
01-22-14	2100	600 Massie Road NO PI	VEHICLE CRASH
01-23-14	1145	295 Massie Rd/ JPJ Arena	LARCENY
01-23-14	1800	386 Dillard	PROPERTY LOST
01-23-14	1844	204 15 St SW	ASSIST CITIZEN
01-24-14	0130	Alderman Road	DIP
01-24-14	0308	University Ave	DUI
01-24-14	0415	35 Hancock Drive	ASSIST CITIZEN
01-24-2014	0400	400 Monroe Lane	ASSIST CITIZEN
01-24-14	1145	436 McCormick Road	ASSIST CITIZEN
01-24-14	1532	290 Massie Rd	PROPERTY DAMAGE
01-24-14	2256	1215 Lee Street	SAFE KEEPING
01-25-14	0009	295 Massie Road	DIP
01-24-14	0000	295 Massie Road	FOUND PROPERTY
01-24-14	2300	10 Bonnycastle Drive	SUSPICIOUS CIRCUMSTANCES
01-25-14	0905	1215 Lee Street	ASSIST AGENCY
01-26-14	0400	450 Treehouse Drive	ASSIST CITIZEN
01-26-14	0449	380 Crispell Drive	ASSIST CITIZEN
01-26-14	2301	1215 Lee Street	SIMPLE ASSAULT
01-26-14	2311	85 Engineer’s Way	FOUND PROPERTY
01-27-14	1125	834 Buckler Drive	SUSPICIOUS CIRCUMSTANCES
01-27-14	1300	1335 Lee Street	LARCENY
01-27-14	1600	30 Bonnycastle Drive	LOST PROPERTY
01-27-14	1900	450 Lambeth Field	VANDALISM
01-27-14	2330	1400 University Avenue	LARCENY
01-29-14	0500	1215 Lee Street	ASSIST CITIZEN
01-28-14	1445	1215 Lee Street	LARCENY
01-28-14	1538	1215 Lee Street	LARCENY
01-29-14	1128	1215 Lee Street	LOST PROPERTY
01-29-14	1109	Brandon Avenue	TRAFFIC ACCIDENT
01-29-14	1500	1215 Lee Street	LOST PROPERTY
01-29-14	0230	Newcomb Road NO PI	TRAFFIC ACCIDENT
01-29-14	1645	164 McCormick Road	LARCENY
01-29-14	1930	1215 Lee Street	SIMPLE ASSAULT
01-29-14	1925	500 Blk. McCormick Road	ASSIST AGENCY
01-29-14	2341	1215 Lee Street	FOUND PROPERTY
01-30-14	1700	101 Hospital Drive	SUSPICIOUS CIRCUMSTANCES
01-30-14	1657	20 South Lawn	SUSPICIOUS CIRCUMSTANCES
01-30-14	1910	1335 Lee Street	ASSIST CITIZEN
01-31-14	0200	189 Culbreth	LIQUOR LAW VIOLATION
01-31-14	0430	West Main St	MEDICAL ASSIST
01-31-14	0430	1400 Blk JPA	POSSESSION OF MARIJUANA/DUI
01-31-14	0404	West Main St	POSSESION OF MARIJUANA
01-31-14	1214	1215 Lee St	SUSPICIOUS CIRCUMSTANCE
01-31-14	1808	1101 Millmont St	VEHICLE CRASH
01-31-14	2100	1215 Lee St	ASSIST AGENCY
02-01-14	1210	575 McCormick Rd	WIRE FRAUD
02-01-14	1230	1210 Lee St	MEDICAL ASSIST
02-01-14	1545	450 Whitehead Rd	PROPERTY DAMAGE
02-01-14	1516	450 Whitehead Rd	LARCENY
02-01-14	2300	1215 Lee St	ASSAULT SIMPLE
02-02-14	0352	575 McCormick Road	LARCENY
02-01-14	0450	1215 Lee Street	SAFEKEEPING
02-02-14	1111	1215 Lee St	ASSIST AGENCY
02-02-14	1300	311 Hancock Drive	OBSCENE E
02-02-14	2230	145 McCormick Rd	FOUND PROPERTY
02-03-14	1345	380 Crispell Drive	ASSIST MEDICAL
02-03-14	2245	225 Hereford Drive	THREATING TEXTS
02-03-14	2033	50 Lambeth	FRAUD
02-04-14	1520	1222 Jefferson Park Ave	PROPERTY LOST
02-04-14	0950	Lane Road	TRAFFIC ACCIDENT
02-04-14	1710	1215 Lee St	ASSIST AGENCY
02-04-14	1723	Crispell Drive	VEHICLE LARCENY
02-05-14	0850	202 Janet Lancaster Way	VANDALISM
02-05-14	1522	1215 Lee Street	TRESPASS
02-05-14	1430	1210 Lee Street	PROPERTY DAMAGE
02-05-14	1710	380 Crispell Drive	HIT AND RUN
02-05-14	1627	580 Massie Road	LARCENY
02-05-14	2152	1215 Lee Street	ASSIST CITIZEN MEDICAL/SAFE KEEPING
02-06-14	0345	511 7 ½ Street	DUI
02-06-14	1520	400 Emmet Street	TRESPASS
02-06-14	2250	Wheedon House	ASSIST CITIZEN
02-07-14	0345	115 Eliewood Ave	DRIVE W/ REVOKED LICENSE 3X
02-07-14	0145	416 McCormick Rd	ASSIST CITIZEN/MEDICAL
02-07-14	1430	1709 University Ave	PROPERTY DAMAGE
02-07-14	2345	600 Massie Road	PROPERTY FOUND
02-08-14	0510	1709 University Ave	MEDICAL ASSIST/FAKE ID
02-08-14	0430	University & Emmet St.	DIP
02-08-14	0440	380 N. Emmet	DUI
02-08-14	0350	416 McCormick Rd	ASSIST CITIZEN MEDICAL
02-08-14	1113	525 McCormick Road	ASSIST CITIZEN MEDICAL
02-08-14	1815	1215 Lee St	ASSAULT
02-09-14	0430	1505 University Avenue	DIP
02-09-14	0133	571 McCormick Road	ASSIST CITIZEN
02-09-14	0432	104 14th st	DIP
02-09-14	0707	566 Alderman Road	SUSPICIOUS CIRCUMSTANCE
02-09-14	0730	460 Pratt Drive	FOUND PROPERTY
02-10-14	1010	Alderman Road	PROPERTY LOST
02-10-14	1136	1215 Lee St	PROPERTY FOUND
02-10-14	1336	180 McCormick Rd	MEDICAL ASSIST
02-10-14	1450	409 McCormick Rd	MEDICAL ASSIST
02-11-14	2100	McCormick Road	FOUND PROPERTY
02-12-14	0939	395 McCormick Drive	EMBEZZLEMENT
02-12-14	1938	Copeley Road NO PI	MOTOR VEHICLE CRASH
02-13-14	0017	285 Peyton Court	ASSAULT
02-13-14	0139	245 Hereford Drive	POSSESSION OF MARIJUANA
02-13-14	0500	1215 Lee Street	TRESPASS
02-13-14	0530	100 Block McCormick Road	MEDICAL ASSIST
02-11-2014	1730	600 Massie Road	TRAFFIC ACCIDENT
02-14-14	0229	1815 Stadium Rd	TRESPASS
02-14-14	0228	1815 Stadium Rd	TRESPASS
02-14-14	0340	115 Madison Ln	ASSAULT
02-14-14	1330	1215 Lee St	ASSIST AGENCY
02-15-14	0600	1815 Stadium Rd	DISORDERLY CONDUCT/ DIP
02-15-14	1943	1215 Lee Street	ASSIST AGENCY
02-15-14	2047	163 Rugby Road	BURGLARY
02-15-14	0015	1400 University Avenue	ASSIST MEDICAL
02-16-14	0615	Rugby Road & University Avenue	DIP
02-16-14	1430	1015 Massie Rd	ASSIST CITIZEN
02-17-14	0153	775 Alderman Road	PROPERTY DAMAGE
02-17-14	0400	579 McCormick Road	ASSIST CITIZEN
02-17-14	0850	600 Massie Road	PROPERTY DAMAGE
02-17-14	1436	164 McCormick Road	LARCENY
02-17-14	1354	1215 Lee Street	INDECENT EXPOSURE
02-17-14	2339	505 Edgemont Rd NO PI	HIT & RUN
02-18-14	0025	Edgemont Rd	LOST PROPERTY
02-18-14	0805	Alderman Rd	PROPERTY DAMAGE
02-18-14	0955	Treehouse Dr	VANDALISM
02-18-14	1040	Alderman Rd	PROPERTY DAMAGE
02-18-14	1345	Emmet St	SUSPICIOUS CIRCUMSTANCE
02-18-14	1119	Hospital Drive	PHONE CALL THREATENING
02-18-14	1640	525 McCormick	ASSIST AGENCY
02-19-14	1508	2009 Stadium Road	PROPERTY DAMAGE
02-19-14	1830	180 McCormick Road	LARCENY
02-20-14	0900	285 Peyton Ct.	ASSIST CITIZEN
02-20-14	1115	98 East Range	BREAKING & ENTERING
02-20-14	1226	1540 Jefferson Park Ave	BREAKING AND ENTERING
02-20-14	1908	1210 Lee St	PROPERTY DAMAGE
02-20-14	1831	1210 Lee St NO PI	HIT AND RUN
02-20-14	2015	1215 Lee St	DRUNK IN PUBLIC
02-20-14	2104	450 Whitehead Rd	LARCENY
02-21-14	1524	164 McCormick Rd.	LARCENY FROM BUILDING
02-21-14	1638	1215 Lee St.	DIP
02-21-14	2139	1204 West Main St.	LARCENY FROM BUILDING
02-22-14	0250	102 14th Street NW	DIP
02-22-14	0309	571 McCormick Road	ASSIST CITIZEN
02-23-14	0601	117 11th St. SW	ASSIST CITIZEN
02-23-14	1754	1215 Lee Street	ASSAULT SIMPLE
02-24-14	0937	20 Bonnycastle Drive	ASSIST CITIZEN
02-24-14	2156	564 Buckler Drive	TRESPASS
02-25-14	0736	2715 Fontaine Avenue Extended	PROPERTY DAMAGE
02-25-14	0900	108 Cresap Road	PORNOGRAPHY
02-25-14	1400	248 McCormick Road	SUSPICIOUS CIRCUMSTANCES
02-25-14	1940	1215 Lee Street	LARCENY
02-26-14	0945	21 Hospital Drive	ASSIST CITIZEN
02-26-14	1319	109 Culbreth Road	HIT & RUN
02-26-14	1522	x	x
02-26-14	2025	121 11th st	PROPERTY DAMAGE
02-26-14	2215	1540 Jefferson Park Avenue	SUSPICIOUS CIRCUMSTANCES
02-27-14	0346	1400 University Avenue	FALSE ID
02-27-14	0715	575 Alderman Road	PROPERTY DAMAGE
02-27-17	1500	382 McCormick Rd	ASSIST CITIZEN
02-28-14	0350	200 BLK 14th	DIP
02-28-14	0620	100 Darden Blvd	LARCENY
02-28-14	1655	160 McCormick Rd	ASSIST CITIZEN
03-01-14	0600	400 Monroe Ln	ASSIST CITIZEN
03-01-14	0600	382 McCormick Rd	SUSPICIOUS CIRCUMSTANCES
03-01-14	2052	450 Whitehead Rd	LOST PROPERTY
03-01-14	2307	1215 Lee St	NARCOTIC VIOLATION
03-01-14	2330	University & Culbreth Rd	NARCOTIC VIOLATION
03-02-14	0429	207 Spring Ln	MEDICAL ASSIST
03-02-14	0956	100 Darden Blvd	FRAUD
03-02-14	1700	1215 Lee St	PROPERTY FOUND
03-03-14	0220	Emmet at Stadium	POSSESSION OF MARIJUANA
03-03-14	1425	#25 West Lawn	BURGLARY
03-04-14	0400	McCormick Rd	ASSIST CITIZEN
03-05-14	0110	119 N. Emmet	ASSIST AGENCY
03-05-14	0400	409 McCormick Road	FOUND PROPERTY
03-05-14	0945	1215 Lee Street	ASSIST AGENCY
03-05-14	1420	126 University Gardens	MISSING PERSON
03-05-14	1616	1215 Lee Street NO PI	HIT & RUN
03-05-14	1505	101 Amphitheater Way	BREAKING & ENTERING
03-05-14	1654	485 McCormick Road	ASSIST AGENCY
03-05-14	1744	Lambeth Field area	FORCIBLE FONDLING
03-06-14	1009	1221 Lee Street	BREAKING AND ENTERING
03-06-14	2330	496 Floyd Drive	FRAUD
03-07-14	0321	Metcalf Dorm	ASSIST CITIZEN
03-07-14	1120	2545 Old Ivy Rd	MISCELLANEOUS
03-07-14	1549	Brandon Ave	ASSIST CITIZEN
03-08-14	0030	1010 Wertland st	DUI
03-08-14	1330	155 Rugby Rd	TRESPASS
03-09-14	1341	35 Hancock Dr	SUSPICIOUS CIRCUMSTANCES
03-09-14	2334	382 McCormick Rd	ASSIST AGENCY
03-11-14	0550	170 Rugby Rd	ASSIST CITIZEN
03-13-14	1038	Lee Street NO PI	TRAFFIC ACCIDENT
03-13-14	1244	1335 Lee Street	SUSPICIOUS CIRCUMSTANCES
03-13-14	1517	1335 Lee Street	SUSPICIOUS CIRCUMSTANCES
03-14-14	0617	165 Chancellor St	ASSIST AGENCY
03-15-14	0343	Emmet St & University	DRIVING SUSPENDED
03-15-14	0545	1215 Lee St	DISORDERLY CONDUCT
03-16-14	0500	University Ave	LIQUOR LAW VIOLATION
03-16-14	0510	400 Blk McCormick	DRIVING UNDER THE INFLUENCE
03-17-14	1435	160 McCormick Rd	SUSPICIOUS
03-17-14	1100	100 Darden Blvd	ACCIDENT
03-17-14	1540	600 Massie Rd	PROPERTY DAMAGE
03-17-14	1345	112 Lee St	ASSIST AGENCY / WARRANT SERVICE
03-18-14	0028	1215 Lee Street	DRUNK IN PUBLIC
03-18-14	1030	525 McCormick Rd	MEDICAL ASSIST
03-18-14	1119	1215 Lee St	ASSIST AGENCY
03-18-14	18:55	1215 Lee Street	DISORDERLY CONDUCT
03-19-14	1254	345 Crispell Drive	LARCENY
03-21-14	0400	201 Cabell Drive	LARCENY
03-21-14	1645	1233 Ivy Rd.	PROPERTY RECOVERED
03-21-14	1545	1445 Rio Rd E.	SAFEKEEPING
03-21-14	1721	383 Gooch Dorm 312D	FORCIBLE FONDLING
03-21-14	2005	580 Massie Rd.	FIRE ALARM (NO FIRE)
03-21-14	2100	1335 Lee St.	LARCENY
03-22-14	0020	450 McCormick Rd	ASSIST/MEDICAL
03-22-14	0121	300 Whitehead Rd	PROPERTY FOUND
03-22-14	0250	400 McCormick Rd	ASSIST CITIZEN
03-22-14	0440	1215 Lee St	TRESSPASSING
03-22-14	1242	Alderman Rd	TRAFFIC ACCIDENT
03-22-14	1955	1215 Lee St	LARCENY
03-22-14	2200	300 Massie Rd	PROPERTY DAMAGE
03-23-14	0007	1215 Lee Street	FOUND PROPERTY
03-23-14	0154	1700 University Avenue	ASSAULT
03-23-14	0224	465 Lambeth Commons	ASSIST CITIZEN
03-23-14	0340	1 Hospital Drive	ASSIST CITIZEN
03-23-14	0344	x	x
03-24-14	044	388 Dillard	ASSIST MEDICAL
03-24-14	1330	400 South Emmett Street NO PI	HIT & RUN
03-24-14	1805	1215 Lee St	ASSIST AGENCY
03-24-14	2100	450 Whitehead Road	LARCENY
03-24-14	2157	1215 Lee Street	LARCENY
